/out X,/out Y,/in X,/in Y
1.010023529351967e-06,1.009396240186315,1.010023529351967e-06,1.1
1.010025715393069e-06,1.009844782052665,1.010025715393069e-06,1.1
1.010028325280865e-06,1.010323155571726,1.010028325280865e-06,1.1
1.010031425447257e-06,1.010824740800991,1.010031425447257e-06,1.1
1.010034940413311e-06,1.011321281327641,1.010034940413311e-06,1.1
1.010038947925345e-06,1.011810448842303,1.010038947925345e-06,1.1
1.010043565920882e-06,1.012290501982664,1.010043565920882e-06,1.1
1.010048750640952e-06,1.012741413050555,1.010048750640952e-06,1.1
1.010054624918718e-06,1.013159495354042,1.010054624918718e-06,1.1
1.010061365037551e-06,1.013539466244079,1.010061365037551e-06,1.1
1.010069144758152e-06,1.013870240405111,1.010069144758152e-06,1.1
1.010077835020381e-06,1.014129896095857,1.010077835020381e-06,1.1
1.010087312718796e-06,1.014308548958604,1.010087312718796e-06,1.1
1.010097260566715e-06,1.014404670810446,1.010097260566715e-06,1.1
1.010107706175266e-06,1.014428615860831,1.010107706175266e-06,1.1
1.010118848510486e-06,1.014389221882071,1.010118848510486e-06,1.1
1.010130895807352e-06,1.014291845328664,1.010130895807352e-06,1.1
1.010144088307557e-06,1.014139539845182,1.010144088307557e-06,1.1
1.010158694457007e-06,1.013933979943578,1.010158694457007e-06,1.1
1.010175034011395e-06,1.013675910542693,1.010175034011395e-06,1.1
1.010193524010558e-06,1.013364946938899,1.010193524010558e-06,1.1
1.010214739822345e-06,1.012999053911775,1.010214739822345e-06,1.1
1.010239510686421e-06,1.012573759472408,1.010239510686421e-06,1.1
1.01026908307105e-06,1.012081056734667,1.01026908307105e-06,1.1
1.010305427494359e-06,1.011507792919023,1.010305427494359e-06,1.1
1.01035187396481e-06,1.010833222581818,1.01035187396481e-06,1.1
1.010414591729109e-06,1.010025580878638,1.010414591729109e-06,1.1
1.010506667643173e-06,1.009039792231678,1.010506667643173e-06,1.1
1.010663099095234e-06,1.007838143381331,1.010663099095234e-06,1.1
1.010835541365365e-06,1.007097699150461,1.010835541365365e-06,1.1
1.011019927882059e-06,1.006865194357371,1.011019927882059e-06,1.1
1.011225714447285e-06,1.007161385691938,1.011225714447285e-06,1.1
1.011460855571894e-06,1.008082243948444,1.011460855571894e-06,1.1
1.011685973653141e-06,1.00944752488503,1.011685973653141e-06,1.1
1.011907697438032e-06,1.011180541681896,1.011907697438032e-06,1.1
1.012135171302331e-06,1.013298006937604,1.012135171302331e-06,1.1
1.012373557911922e-06,1.015830595925044,1.012373557911922e-06,1.1
1.012629550392109e-06,1.018850629628197,1.012629550392109e-06,1.1
1.012908875359322e-06,1.022436713458275,1.012908875359322e-06,1.1
1.013216678973929e-06,1.026662904961416,1.013216678973929e-06,1.1
1.013557986899474e-06,1.031589891373017,1.013557986899474e-06,1.1
1.013920243747939e-06,1.036987179615208,1.013920243747939e-06,1.1
1.014297931809018e-06,1.042681364888078,1.014297931809018e-06,1.1
1.014689364159857e-06,1.048535113305288,1.014689364159857e-06,1.1
1.015092811458301e-06,1.054401309718285,1.015092811458301e-06,1.1
1.015507986519539e-06,1.060153419469484,1.015507986519539e-06,1.1
1.015936236905997e-06,1.065691348962142,1.015936236905997e-06,1.1
1.016380950213053e-06,1.070943990412936,1.016380950213053e-06,1.1
1.01684839262642e-06,1.075869455416431,1.01684839262642e-06,1.1
1.017349280601407e-06,1.080452625137983,1.017349280601407e-06,1.1
1.017902303268444e-06,1.084703244822227,1.017902303268444e-06,1.1
1.018544974358056e-06,1.088668160054368,1.018544974358056e-06,1.1
1.019384629836856e-06,1.092520332137633,1.019384629836856e-06,1.1
1.020162482607891e-06,1.095011981995163,1.020162482607891e-06,1.1
1.020913664182137e-06,1.096675251633415,1.020913664182137e-06,1.1
1.021684055848949e-06,1.097833037179569,1.021684055848949e-06,1.1
1.022487765216849e-06,1.098627118908832,1.022487765216849e-06,1.1
1.023322587422835e-06,1.099147775212983,1.023322587422835e-06,1.1
1.02421287592504e-06,1.099478941906248,1.02421287592504e-06,1.1
